"time" "k1_ipm" "k2_ipm" "h1_average" "h2_average"
8580 2.63503929349183e-08 2.70182784725036e-08 -0.20884927 -0.20086156
8640 2.62368604167947e-08 2.68944322054284e-08 -0.21012044 -0.20217535
8700 2.61244029208102e-08 2.67718078447988e-08 -0.21139161 -0.20348912
8760 2.60129833301462e-08 2.66523791883583e-08 -0.21266275 -0.20480289
8820 2.59025873191749e-08 2.65321576165897e-08 -0.21393388 -0.20611664
8880 2.57893576242858e-08 2.64111381532296e-08 -0.215205 -0.20743037
8940 2.56771805276084e-08 2.62932242882111e-08 -0.21647609 -0.20874409
9000 2.55698598167989e-08 2.61744984875363e-08 -0.21774717 -0.2100578
9060 2.5463506709144e-08 2.60588537794969e-08 -0.21901822 -0.21137149
9120 2.53543246921273e-08 2.59443171912483e-08 -0.22028926 -0.21268517
9180 2.5249926304803e-08 2.58289431625477e-08 -0.22156027 -0.21399883
9240 2.51427172474897e-08 2.57146485967695e-08 -0.22283126 -0.21531248
9300 2.50364375562221e-08 2.56014288764997e-08 -0.22410223 -0.21662611
9360 2.4934810722503e-08 2.54892688965724e-08 -0.22537318 -0.21793972
9420 2.48303867586361e-08 2.53781435417474e-08 -0.2266441 -0.21925331
9480 2.47268855094546e-08 2.52680334429792e-08 -0.227915 -0.22056689
9540 2.46242947914143e-08 2.51589348366327e-08 -0.22918587 -0.22188044
9600 2.45226026345282e-08 2.50489826029351e-08 -0.23045672 -0.22319398
9660 2.44217876680125e-08 2.49400216007683e-08 -0.23172754 -0.2245075
9720 2.43218385791565e-08 2.48338824222866e-08 -0.23299834 -0.225821
9780 2.42263558105749e-08 2.47305312349874e-08 -0.23426911 -0.22713448
9840 2.41280895882375e-08 2.46244683202373e-08 -0.23553985 -0.22844794
9900 2.40270856223803e-08 2.45175305316171e-08 -0.23681056 -0.22976138
9960 2.39305090785423e-08 2.44151420995302e-08 -0.23808124 -0.2310748
10020 2.38347352319406e-08 2.43118683627428e-08 -0.23935189 -0.23238819
10080 2.37362288848977e-08 2.42077075233956e-08 -0.24062252 -0.23370157
10140 2.36420726162662e-08 2.4106229692795e-08 -0.24189311 -0.23501492
10200 2.35521933049062e-08 2.40074084484926e-08 -0.24316367 -0.23632825
10260 2.34560686583297e-08 2.39059217339735e-08 -0.2444342 -0.23764156
10320 2.33607449396108e-08 2.38053066726624e-08 -0.2457047 -0.23895484
10380 2.32696636558714e-08 2.37090470184306e-08 -0.24697517 -0.24026811
10440 2.31793261255732e-08 2.36118640914015e-08 -0.24824561 -0.24158134
10500 2.30863004457696e-08 2.35120360208273e-08 -0.24951601 -0.24289456
10560 2.29974289878525e-08 2.34165049731957e-08 -0.25078637 -0.24420775
10620 2.29092744930793e-08 2.33217766839957e-08 -0.25205671 -0.24552091
10680 2.28150585710733e-08 2.32244173934334e-08 -0.25332701 -0.24683405
10740 2.27283316052438e-08 2.31312750441412e-08 -0.25459727 -0.24814717
10800 2.26423041908442e-08 2.30372085082508e-08 -0.2558675 -0.24946026
10860 2.2553620167202e-08 2.29439114905427e-08 -0.25713769 -0.25077333
10920 2.24656217953821e-08 2.28513870102882e-08 -0.25840785 -0.25208637
10980 2.23783091836649e-08 2.27579499843387e-08 -0.25967797 -0.25339938
11040 2.22949896801103e-08 2.26685971959491e-08 -0.26094806 -0.25471237
11100 2.22090272517782e-08 2.2578309496551e-08 -0.26221811 -0.25602533
11160 2.21237268505837e-08 2.24871029692982e-08 -0.26348812 -0.25733826
11220 2.20390808574104e-08 2.23966329437918e-08 -0.26475809 -0.25865117
11280 2.19550894877043e-08 2.23085233129845e-08 -0.26602802 -0.25996405
11340 2.18749873540403e-08 2.22227412020451e-08 -0.26729792 -0.2612769
11400 2.17922623064096e-08 2.21343885051856e-08 -0.26856777 -0.26258973
11460 2.17069454015016e-08 2.20451176640252e-08 -0.26983759 -0.26390253
11520 2.16254832091848e-08 2.19597739481025e-08 -0.27110737 -0.2652153
11580 2.15478161123889e-08 2.18750990533341e-08 -0.27237711 -0.26652804
11640 2.14675488545193e-08 2.17894807431274e-08 -0.27364681 -0.26784075
11700 2.13847264039171e-08 2.17029345865524e-08 -0.27491646 -0.26915343
11760 2.1305673778324e-08 2.16186475800264e-08 -0.27618608 -0.27046609
11820 2.12303407033826e-08 2.15381667679816e-08 -0.27745566 -0.27177872
11880 2.11492921729651e-08 2.14535864069735e-08 -0.27872519 -0.27309131
11940 2.10688459135297e-08 2.13696510888237e-08 -0.27999468 -0.27440388
12000 2.09952166442284e-08 2.128947120869e-08 -0.28126414 -0.27571642
12060 2.09190268971759e-08 2.12083444256884e-08 -0.28253354 -0.27702893
12120 2.08403057993339e-08 2.11262822600511e-08 -0.28380291 -0.27834141
12180 2.07652265231172e-08 2.10463735666171e-08 -0.28507224 -0.27965385
12240 2.06876132920772e-08 2.09655314241004e-08 -0.28634152 -0.28096627
12300 2.06136070704958e-08 2.08852989689807e-08 -0.28761076 -0.28227866
12360 2.05401433686398e-08 2.08071781994817e-08 -0.28887995 -0.28359102
12420 2.04641693725836e-08 2.07296317164684e-08 -0.2901491 -0.28490334
12480 2.03917444079076e-08 2.06526633246956e-08 -0.29141821 -0.28621564
12540 2.03168403128072e-08 2.05732499087447e-08 -0.29268727 -0.2875279
12600 2.02454584158774e-08 2.04974101398084e-08 -0.29395629 -0.28884014
12660 2.01745647456916e-08 2.04221230468298e-08 -0.29522526 -0.29015234
12720 2.01011954321625e-08 2.03444102480743e-08 -0.29649419 -0.29146451
12780 2.00283450229684e-08 2.02687396281823e-08 -0.29776308 -0.29277664
12840 1.99589520028107e-08 2.01950883669315e-08 -0.29903192 -0.29408875
12900 1.98870872035847e-08 2.01190241328827e-08 -0.30030071 -0.29540083
12960 1.98157192586915e-08 2.00449676749397e-08 -0.30156946 -0.29671287
13020 1.9747767941427e-08 1.99728967828597e-08 -0.30283816 -0.29802488
13080 1.96773741242501e-08 1.98984321225409e-08 -0.30410682 -0.29933686
13140 1.96103599125691e-08 1.98273972503197e-08 -0.30537543 -0.3006488
13200 1.95409020560173e-08 1.97539729764876e-08 -0.30664399 -0.30196071
13260 1.94719163341703e-08 1.96810568688941e-08 -0.3079125 -0.30327259
13320 1.94034039652481e-08 1.96115130706645e-08 -0.30918097 -0.30458444
13380 1.93353421971517e-08 1.95396021966846e-08 -0.3104494 -0.30589625
13440 1.92705857774423e-08 1.94696155240663e-08 -0.31171777 -0.30720803
13500 1.92034373334052e-08 1.93986913200329e-08 -0.3129861 -0.30851978
13560 1.91367318471245e-08 1.93282554336887e-08 -0.31425438 -0.3098315
13620 1.90704591587309e-08 1.92597130376254e-08 -0.31552261 -0.31114318
13680 1.90046208521755e-08 1.91916417169888e-08 -0.3167908 -0.31245482
13740 1.89420167544835e-08 1.91240337531957e-08 -0.31805893 -0.31376644
13800 1.88770362629865e-08 1.90554894442643e-08 -0.31932702 -0.31507802
13860 1.88096982804181e-08 1.89860219747916e-08 -0.32059506 -0.31638956
13920 1.87455722310529e-08 1.89184059184366e-08 -0.32186305 -0.31770107
13980 1.86818652252991e-08 1.88526190320057e-08 -0.32313099 -0.31901255
14040 1.86213186143517e-08 1.87872725444036e-08 -0.32439889 -0.32032399
14100 1.85584227373795e-08 1.87209944630274e-08 -0.32566673 -0.3216354
14160 1.84932014861124e-08 1.86537948760654e-08 -0.32693453 -0.32294678
14220 1.84311195730171e-08 1.85884024778783e-08 -0.32820227 -0.32425812
14280 1.83694369310066e-08 1.85234425896183e-08 -0.32946997 -0.32556942
14340 1.8308144378207e-08 1.84602568064754e-08 -0.33073762 -0.32688069
14400 1.82472329238023e-08 1.83961391996479e-08 -0.33200521 -0.32819193
14460 1.81867095978612e-08 1.83310997231647e-08 -0.33327276 -0.32950313
14520 1.81265707085931e-08 1.82678200073046e-08 -0.33454026 -0.33081429
14580 1.80641379567199e-08 1.8204954757275e-08 -0.3358077 -0.33212543
14640 1.80047555120123e-08 1.81424973277767e-08 -0.3370751 -0.33343652
14700 1.7945746785664e-08 1.80791202997622e-08 -0.33834245 -0.33474758
14760 1.788711337317e-08 1.80174635715319e-08 -0.33960974 -0.33605861
14820 1.7828841561657e-08 1.79562030626345e-08 -0.34087699 -0.3373696
14880 1.7768296871271e-08 1.78940300360523e-08 -0.34214418 -0.33868055
14940 1.77107418611434e-08 1.78335550329957e-08 -0.34341132 -0.33999147
15000 1.76509294584472e-08 1.77721638296727e-08 -0.34467842 -0.34130235
15060 1.75940831703492e-08 1.77124545082042e-08 -0.34594546 -0.3426132
15120 1.75375871327307e-08 1.76518329595934e-08 -0.34721245 -0.34392401
15180 1.74788589020166e-08 1.75915942008665e-08 -0.34847939 -0.34523479
15240 1.74230619586717e-08 1.75330160068173e-08 -0.34974627 -0.34654553
15300 1.73675960369472e-08 1.74735254161384e-08 -0.35101311 -0.34785623
15360 1.73124630010362e-08 1.74169480070368e-08 -0.35227989 -0.3491669
15420 1.72551084745442e-08 1.73581852038578e-08 -0.35354662 -0.35047753
15480 1.71981017452336e-08 1.72972587942925e-08 -0.3548133 -0.35178813
15540 1.71439750114651e-08 1.72404897594097e-08 -0.35607993 -0.35309869
15600 1.70901645851161e-08 1.71840688195146e-08 -0.35734651 -0.35440921
15660 1.70341528800408e-08 1.71267383432878e-08 -0.35861303 -0.3557197
15720 1.69784815033338e-08 1.70697578249714e-08 -0.3598795 -0.35703015
15780 1.6925642009799e-08 1.70131286604398e-08 -0.36114592 -0.35834056
15840 1.68706116198874e-08 1.69556053632041e-08 -0.36241229 -0.35965094
15900 1.68183920029772e-08 1.69009025000831e-08 -0.3636786 -0.36096128
15960 1.67639960769827e-08 1.68452948023258e-08 -0.36494487 -0.36227158
16020 1.67099215494241e-08 1.67887912187418e-08 -0.36621107 -0.36358185
16080 1.6658630979703e-08 1.67350751921476e-08 -0.36747723 -0.36489208
16140 1.66051788404637e-08 1.66792393685355e-08 -0.36874333 -0.36620227
16200 1.655448576803e-08 1.66261717432022e-08 -0.37000938 -0.36751243
16260 1.65040794985056e-08 1.65734233707813e-08 -0.37127538 -0.36882255
16320 1.64515221604175e-08 1.65173611353849e-08 -0.37254133 -0.37013263
16380 1.6396846398486e-08 1.64628316576131e-08 -0.37380722 -0.37144268
16440 1.63473337398234e-08 1.64110260263669e-08 -0.37507306 -0.37275269
16500 1.62980979614254e-08 1.63583291081747e-08 -0.37633884 -0.37406266
16560 1.62443243407788e-08 1.63035538242124e-08 -0.37760457 -0.37537259
16620 1.61932550567408e-08 1.62502892381615e-08 -0.37887025 -0.37668249
16680 1.61448660325206e-08 1.61997075502429e-08 -0.38013587 -0.37799235
16740 1.60967487581343e-08 1.6149419149849e-08 -0.38140144 -0.37930217
16800 1.6046527464858e-08 1.60970619490068e-08 -0.38266696 -0.38061196
16860 1.59942209738552e-08 1.60438324731819e-08 -0.38393242 -0.38192171
16920 1.59469304316809e-08 1.59932575124878e-08 -0.38519783 -0.38323142
16980 1.58975418940892e-08 1.59418050574913e-08 -0.38646319 -0.38454109
17040 1.58484317557794e-08 1.58918080066252e-08 -0.38772849 -0.38585072
17100 1.58019404427347e-08 1.58420944749263e-08 -0.38899374 -0.38716032
17160 1.57510294054012e-08 1.57903515718706e-08 -0.39025893 -0.38846988
17220 1.57027247912925e-08 1.57412128039057e-08 -0.39152407 -0.38977941
17280 1.56570118788514e-08 1.56923503423379e-08 -0.39278916 -0.39108889
17340 1.56092331646343e-08 1.5642617084033e-08 -0.39405419 -0.39239834
17400 1.55617117143464e-08 1.55931643646757e-08 -0.39531917 -0.39370775
17460 1.55144570485228e-08 1.55439860098337e-08 -0.39658409 -0.39501712
17520 1.54674630974714e-08 1.54962218938505e-08 -0.39784896 -0.39632645
17580 1.54207162824409e-08 1.54475953360689e-08 -0.39911377 -0.39763575
17640 1.53742222653791e-08 1.53981085605901e-08 -0.40037853 -0.39894501
17700 1.53279827828654e-08 1.53511482735997e-08 -0.40164324 -0.40025423
17760 1.52819882684975e-08 1.53033252275639e-08 -0.40290789 -0.40156341
17820 1.52384997199102e-08 1.52568846271985e-08 -0.40417248 -0.40287256
17880 1.51907338809243e-08 1.52084655124251e-08 -0.40543702 -0.40418166
17940 1.51454811795427e-08 1.51614264107565e-08 -0.40670151 -0.40549073
18000 1.51027130793712e-08 1.51168650672181e-08 -0.40796594 -0.40679976
18060 1.50556891359735e-08 1.50681227453262e-08 -0.40923032 -0.40810876
18120 1.50089113275356e-08 1.50207525164258e-08 -0.41049464 -0.40941771
18180 1.49668311272362e-08 1.49758390053633e-08 -0.41175891 -0.41072663
18240 1.49227568299698e-08 1.49300686894341e-08 -0.41302312 -0.41203551
18300 1.48767087684378e-08 1.48834509788751e-08 -0.41428728 -0.41334435
18360 1.48353118453498e-08 1.48392683507358e-08 -0.41555138 -0.41465315
18420 1.47919233813584e-08 1.479423612223e-08 -0.41681543 -0.41596191
18480 1.47465740809196e-08 1.47483583377349e-08 -0.41807942 -0.41727064
18540 1.47036528664989e-08 1.47038080764857e-08 -0.41934336 -0.41857933
18600 1.46609473841267e-08 1.46594978039235e-08 -0.42060724 -0.41988798
18660 1.46184629066669e-08 1.46154222074108e-08 -0.42187107 -0.42119659
18720 1.45761977357125e-08 1.4571581134325e-08 -0.42313484 -0.42250516
18780 1.45341467932314e-08 1.45279744118649e-08 -0.42439856 -0.42381369
18840 1.44901570279824e-08 1.4482465347734e-08 -0.42566222 -0.42512219
18900 1.44485456545659e-08 1.44393211936415e-08 -0.42692583 -0.42643065
18960 1.440714693528e-08 1.43964026192422e-08 -0.42818938 -0.42773906
19020 1.43638219188306e-08 1.4352651138792e-08 -0.42945288 -0.42904745
19080 1.43249843238983e-08 1.43112368756679e-08 -0.43071632 -0.43035579
19140 1.42842106475061e-08 1.42689894897872e-08 -0.4319797 -0.43166409
19200 1.4241519922598e-08 1.42259161018277e-08 -0.43324303 -0.43297236
19260 1.41990486307878e-08 1.41820189565099e-08 -0.43450631 -0.43428058
19320 1.41589071053969e-08 1.41404312206231e-08 -0.43576953 -0.43558877
19380 1.41189607575596e-08 1.40990602837074e-08 -0.43703269 -0.43689692
19440 1.4079211384025e-08 1.40568666352006e-08 -0.4382958 -0.43820503
19500 1.40396670787774e-08 1.40159208991882e-08 -0.43955885 -0.43951311
19560 1.39982303442389e-08 1.39741549399996e-08 -0.44082185 -0.44082114
19620 1.39590813116122e-08 1.39336326252684e-08 -0.44208479 -0.44212914
19680 1.39201296770643e-08 1.38933158751251e-08 -0.44334767 -0.44343709
19740 1.3879297766907e-08 1.38511589975954e-08 -0.44461051 -0.44474501
19800 1.38407296022972e-08 1.3811255874097e-08 -0.44587328 -0.44605289
19860 1.38023514667809e-08 1.37715552014373e-08 -0.447136 -0.44736073
19920 1.37621082193484e-08 1.37300279878923e-08 -0.44839866 -0.44866853
19980 1.37220629459731e-08 1.3689720693591e-08 -0.44966127 -0.4499763
20040 1.36842572733992e-08 1.36506235547683e-08 -0.45092382 -0.45128402
20100 1.36466361001392e-08 1.36107173429403e-08 -0.45218632 -0.45259171
20160 1.36092040734853e-08 1.35710100684459e-08 -0.45344876 -0.45389936
20220 1.35719538230206e-08 1.35325003788457e-08 -0.45471115 -0.45520697
20280 1.35328561115716e-08 1.3494182798797e-08 -0.45597347 -0.45651454
20340 1.34939450919812e-08 1.34540678436985e-08 -0.45723575 -0.45782207
20400 1.34572340077324e-08 1.34151448865229e-08 -0.45849797 -0.45912956
20460 1.3418693101793e-08 1.33764107818915e-08 -0.45976013 -0.46043702
20520 1.33803378443582e-08 1.33368816281887e-08 -0.46102224 -0.46174443
20580 1.33461622833449e-08 1.33005035132203e-08 -0.46228429 -0.46305181
20640 1.3308161328547e-08 1.3262339311019e-08 -0.46354628 -0.46435915
20700 1.32703421710787e-08 1.32233809098381e-08 -0.46480822 -0.46566645
20760 1.32366741880798e-08 1.31875404199187e-08 -0.4660701 -0.46697371
20820 1.31992075392987e-08 1.31489530339517e-08 -0.46733193 -0.46828093
20880 1.31619160771123e-08 1.31105557584515e-08 -0.4685937 -0.46958812
20940 1.31248013870265e-08 1.30742833460986e-08 -0.46985542 -0.47089526
21000 1.30898261950381e-08 1.30372205966743e-08 -0.47111708 -0.47220237
21060 1.30550154508788e-08 1.30003361541131e-08 -0.47237868 -0.47350944
21120 1.30184138776978e-08 1.29636274079233e-08 -0.47364023 -0.47481646
21180 1.29819842353906e-08 1.29261371051144e-08 -0.47490172 -0.47612345
21240 1.29457226115366e-08 1.28897851951535e-08 -0.47616316 -0.47743041
21300 1.29135096661672e-08 1.28545589832576e-08 -0.47742454 -0.47873732
21360 1.28775790947009e-08 1.28175973586896e-08 -0.47868586 -0.48004419
21420 1.28418131118022e-08 1.27827131115307e-08 -0.47994713 -0.48135103
21480 1.28081384386649e-08 1.27470472235548e-08 -0.48120835 -0.48265782
21540 1.27727014995023e-08 1.27096605517731e-08 -0.4824695 -0.48396458
21600 1.27374257906977e-08 1.2674336533322e-08 -0.4837306 -0.4852713
21660 1.2702310233635e-08 1.26391798854448e-08 -0.48499165 -0.48657798
21720 1.26692626661326e-08 1.26041868865909e-08 -0.48625264 -0.48788462
21780 1.26363663617903e-08 1.2570292071183e-08 -0.48751357 -0.48919122
21840 1.2601725882985e-08 1.25346924138339e-08 -0.48877445 -0.49049778
21900 1.2567246407971e-08 1.24992590189911e-08 -0.49003527 -0.49180431
21960 1.25329217159646e-08 1.24649180561965e-08 -0.49129604 -0.4931108
22020 1.25006339784708e-08 1.24307388935385e-08 -0.49255675 -0.49441724
22080 1.24684924012336e-08 1.23976418173868e-08 -0.4938174 -0.49572365
22140 1.2434619391317e-08 1.23628565522551e-08 -0.495078 -0.49703002
22200 1.24008996507157e-08 1.23282331698035e-08 -0.49633854 -0.49833635
22260 1.23673371372452e-08 1.22946850810878e-08 -0.49759903 -0.49964264
22320 1.23339233240574e-08 1.22603786577112e-08 -0.49885946 -0.5009489
22380 1.23025133858188e-08 1.22271408181942e-08 -0.50011983 -0.50225511
22440 1.22693945461679e-08 1.21931446794135e-08 -0.50138015 -0.50356129
22500 1.22364214974135e-08 1.21602129007841e-08 -0.50264042 -0.50486742
22560 1.22054386124003e-08 1.21274320675638e-08 -0.50390062 -0.50617352
22620 1.21727571835476e-08 1.20938977871158e-08 -0.50516077 -0.50747958
22680 1.21402186874249e-08 1.20614168458165e-08 -0.50642087 -0.5087856
22740 1.21096520113099e-08 1.20290838159813e-08 -0.50768091 -0.51009159
22800 1.20773970734521e-08 1.19960009852031e-08 -0.50894089 -0.51139753
22860 1.20452846773735e-08 1.19630673280586e-08 -0.51020082 -0.51270343
22920 1.20151284310119e-08 1.19320642247901e-08 -0.51146069 -0.5140093
22980 1.19832917366099e-08 1.18994216147125e-08 -0.51272051 -0.51531513
23040 1.19515948598046e-08 1.18669263960429e-08 -0.51398027 -0.51662091
23100 1.19200392167472e-08 1.1835462284796e-08 -0.51523997 -0.51792666
23160 1.18886215630796e-08 1.18032578993857e-08 -0.51649962 -0.51923238
23220 1.18573364088445e-08 1.17711979894674e-08 -0.51775922 -0.52053805
23280 1.18279790908733e-08 1.17401576679014e-08 -0.51901875 -0.52184368
23340 1.17969637034466e-08 1.17083784273281e-08 -0.52027823 -0.52314928
23400 1.17660828281112e-08 1.16767408678562e-08 -0.52153766 -0.52445483
23460 1.17353333489609e-08 1.16461160360584e-08 -0.52279703 -0.52576035
23520 1.1704714445529e-08 1.16147558789768e-08 -0.52405634 -0.52706583
23580 1.16760029724718e-08 1.15844002971904e-08 -0.5253156 -0.52837127
23640 1.16456497954537e-08 1.15533128879885e-08 -0.52657481 -0.52967667
23700 1.16154224706394e-08 1.1522364791451e-08 -0.52783395 -0.53098204
23760 1.15853246389981e-08 1.14924135058557e-08 -0.52909305 -0.53228736
23820 1.15571124719225e-08 1.14625903220579e-08 -0.53035208 -0.53359265
23880 1.15272671674152e-08 1.14320411212019e-08 -0.53161106 -0.53489789
23940 1.14957999524142e-08 1.14007711203118e-08 -0.53286999 -0.5362031
24000 1.14679526685544e-08 1.13713428835152e-08 -0.53412885 -0.53750827
24060 1.14384840743395e-08 1.13411900469987e-08 -0.53538767 -0.5388134
24120 1.1409140201209e-08 1.13120188900076e-08 -0.53664643 -0.5401185
24180 1.13816513201649e-08 1.12829750719651e-08 -0.53790513 -0.54142355
24240 1.13508235101791e-08 1.12515191146356e-08 -0.53916377 -0.54272857
24300 1.13218491543645e-08 1.12227283346266e-08 -0.54042236 -0.54403354
24360 1.12947158401866e-08 1.11940604402067e-08 -0.5416809 -0.54533848
24420 1.1265980169278e-08 1.11646770465838e-08 -0.54293938 -0.54664338
24480 1.12373646592599e-08 1.11354198874495e-08 -0.5441978 -0.54794825
24540 1.12088685692058e-08 1.1106287162867e-08 -0.54545617 -0.54925307
24600 1.11804911642318e-08 1.10781119152793e-08 -0.54671448 -0.55055785
24660 1.11522317154734e-08 1.10483909271247e-08 -0.54797274 -0.5518626
24720 1.11240874618108e-08 1.10196278684405e-08 -0.54923094 -0.55316731
24780 1.10960597436955e-08 1.09918171889199e-08 -0.55048909 -0.55447198
24840 1.10698388890017e-08 1.09641232899092e-08 -0.55174718 -0.55577661
24900 1.10420383765797e-08 1.09357201975063e-08 -0.55300522 -0.5570812
24960 1.1012670717557e-08 1.09057904674312e-08 -0.5542632 -0.55838575
25020 1.09851040663995e-08 1.08776286451706e-08 -0.55552112 -0.55969027
25080 1.09593246341081e-08 1.08512236928105e-08 -0.55677899 -0.56099475
25140 1.09319757226756e-08 1.08232965360032e-08 -0.55803681 -0.56229918
25200 1.09030677126096e-08 1.07946715836473e-08 -0.55929457 -0.56360358
25260 1.08776103987216e-08 1.07677900916384e-08 -0.56055227 -0.56490795
25320 1.08506004442358e-08 1.07402093931738e-08 -0.56180992 -0.56621227
25380 1.08236943351553e-08 1.07127455888598e-08 -0.56306751 -0.56751655
25440 1.07968972768608e-08 1.06853942190053e-08 -0.56432505 -0.5688208
25500 1.07685636154566e-08 1.06573488237591e-08 -0.56558253 -0.57012501
25560 1.07436334397443e-08 1.06310279458039e-08 -0.56683996 -0.57142918
25620 1.07171596203313e-08 1.06040144526643e-08 -0.56809733 -0.57273331
25680 1.06907922775982e-08 1.05771134365811e-08 -0.56935465 -0.57403741
25740 1.06645307806385e-08 1.05503223878258e-08 -0.57061191 -0.57534146
25800 1.06383745035402e-08 1.05236397425235e-08 -0.57186911 -0.57664548
25860 1.06123228252824e-08 1.049627071029e-08 -0.57312626 -0.57794946
25920 1.05863751297238e-08 1.04698083045285e-08 -0.57438336 -0.5792534
25980 1.05605308055457e-08 1.04442456719503e-08 -0.5756404 -0.5805573
26040 1.0534789246205e-08 1.04179964628075e-08 -0.57689739 -0.58186116
26100 1.05091498498877e-08 1.03918551009972e-08 -0.57815432 -0.58316499
26160 1.04820016335838e-08 1.03650337517491e-08 -0.57941119 -0.58446878
26220 1.04581751624278e-08 1.03398889341562e-08 -0.58066801 -0.58577253
26280 1.04328368840813e-08 1.03132800298991e-08 -0.58192478 -0.58707624
26340 1.0407596625588e-08 1.02875610012782e-08 -0.58318149 -0.58837991
26400 1.03824574133831e-08 1.02627243430931e-08 -0.58443815 -0.58968354
26460 1.03558251994973e-08 1.02356525835041e-08 -0.58569475 -0.59098714
26520 1.033247796239e-08 1.02110174533083e-08 -0.58695129 -0.5922907
26580 1.03076347894213e-08 1.01864817996176e-08 -0.58820778 -0.59359422
26640 1.02813033656142e-08 1.01597270452084e-08 -0.58946422 -0.5948977
26700 1.02566551061425e-08 1.01346217650267e-08 -0.5907206 -0.59620115
26760 1.02336812727029e-08 1.01103860004129e-08 -0.59197693 -0.59750455
26820 1.02092225980438e-08 1.00847103724799e-08 -0.5932332 -0.59880792
26880 1.01832866622049e-08 1.00599022665969e-08 -0.59448941 -0.60011125
26940 1.01590167736757e-08 1.00351917978131e-08 -0.59574558 -0.60141455
27000 1.01348422878583e-08 1.0009815693457e-08 -0.59700168 -0.6027178
27060 1.01107626497139e-08 9.98606316971957e-09 -0.59825773 -0.60402102
27120 1.00867756119686e-08 9.96164551842676e-09 -0.59951373 -0.60532419
27180 1.00628789616361e-08 9.93656624321496e-09 -0.60076968 -0.60662734
27240 1.00390738825849e-08 9.91234124008185e-09 -0.60202556 -0.60793044
27300 1.00138138025408e-08 9.88745592828239e-09 -0.6032814 -0.6092335
27360 9.99019348698292e-09 9.86342136762497e-09 -0.60453718 -0.61053653
27420 9.96820292958668e-09 9.83948080937526e-09 -0.6057929 -0.61183952
27480 9.94475901132978e-09 9.81563371440888e-09 -0.60704857 -0.61314247
27540 9.91986901308482e-09 9.79187954769863e-09 -0.60830419 -0.61444538
27600 9.89660414231384e-09 9.76747035627955e-09 -0.60955975 -0.61574826
27660 9.87342894169863e-09 9.7439004664485e-09 -0.61081525 -0.61705109
27720 9.85034289990072e-09 9.72042271267194e-09 -0.6120707 -0.61835389
27780 9.82734389333761e-09 9.69703578831058e-09 -0.6133261 -0.61965666
27840 9.80291023494177e-09 9.67299802985802e-09 -0.61458144 -0.62095938
27900 9.78160025301881e-09 9.64979277632482e-09 -0.61583673 -0.62226207
27960 9.75885630159122e-09 9.62667681259289e-09 -0.61709197 -0.62356472
28020 9.73468707920976e-09 9.60291236631761e-09 -0.61834715 -0.62486733
28080 9.71211758190941e-09 9.57997349524897e-09 -0.61960227 -0.6261699
28140 9.68963542795149e-09 9.55712242235733e-09 -0.62085734 -0.62747244
28200 9.66723697987881e-09 9.53435790233986e-09 -0.62211236 -0.62877493
28260 9.64491865797376e-09 9.51168095554478e-09 -0.62336732 -0.63007739
28320 9.62118623548021e-09 9.48763406521553e-09 -0.62462223 -0.63137982
28380 9.5990345394801e-09 9.46513230829797e-09 -0.62587708 -0.6326822
28440 9.57845572510732e-09 9.44344178764761e-09 -0.62713188 -0.63398455
28500 9.55498106929411e-09 9.41966149657931e-09 -0.62838663 -0.63528686
28560 9.5330768410438e-09 9.398137310166e-09 -0.62964132 -0.63658913
28620 9.51125166146982e-09 9.37597343565082e-09 -0.63089596 -0.63789136
28680 9.48802745874898e-09 9.35245465547129e-09 -0.63215054 -0.63919356
28740 9.46783980281454e-09 9.3311779710777e-09 -0.63340507 -0.64049572
28800 9.44625377618907e-09 9.30854839343152e-09 -0.63465955 -0.64179784
28860 9.42327766399859e-09 9.28600313211454e-09 -0.63591397 -0.64309993
28920 9.40185330307338e-09 9.26496914046091e-09 -0.63716833 -0.64440197
28980 9.37904226291047e-09 9.24187918515369e-09 -0.63842265 -0.64570398
29040 9.35777338584218e-09 9.21958622044216e-09 -0.63967691 -0.64700596
29100 9.33804062871268e-09 9.19950208527665e-09 -0.64093111 -0.64830789
29160 9.31547113739883e-09 9.1773693430009e-09 -0.64218526 -0.64960979
29220 9.29443545201603e-09 9.15531891112204e-09 -0.64343936 -0.65091165
29280 9.2734756924662e-09 9.13334895239566e-09 -0.6446934 -0.65221347
29340 9.25114384200151e-09 9.11146111772184e-09 -0.64594739 -0.65351526
29400 9.23177946553994e-09 9.09176135811634e-09 -0.64720133 -0.654817
29460 9.2110450918533e-09 9.0700315148953e-09 -0.64845521 -0.65611872
29520 9.18894725593336e-09 9.04838111135324e-09 -0.64970904 -0.65742039
29580 9.16692890459313e-09 9.02681108561878e-09 -0.65096282 -0.65872202
29640 9.14642188143336e-09 9.00532032338702e-09 -0.65221654 -0.66002362
29700 9.1274175151675e-09 8.98529756252292e-09 -0.65347021 -0.66132519
29760 9.1056268945337e-09 8.96396129409933e-09 -0.65472382 -0.66262671
29820 9.08533816734269e-09 8.94339586113263e-09 -0.65597738 -0.6639282
29880 9.06512144642855e-09 8.92221381608436e-09 -0.65723089 -0.66522965
29940 9.0435591448982e-09 8.90110762835294e-09 -0.65848434 -0.66653106
30000 9.02348801221226e-09 8.88076628276993e-09 -0.65973774 -0.66783244
